race_id,year,top1_pop,top2_pop,top3_pop,top1_odds,top2_odds,top3_odds,tansho_hit,tansho_odds,fukusho_hit,fukusho_odds,wide_hit,wide_odds,umaren_hit,umaren_odds,umatan_hit,umatan_odds,sanrenpuku_hit,sanrenpuku_odds,sanrentan_hit,sanrentan_odds,top1_pop_group,odds_band
202401010211,2024,5.0,2.0,1.0,7.2,3.8,3.4,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010212,2024,2.0,5.0,11.0,5.5,6.6,32.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,5-10倍
202401010301,2024,2.0,1.0,5.0,6.7,1.2,16.1,False,0.0,True,2.2333333333333334,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,5-10倍
202401010302,2024,6.0,4.0,3.0,21.0,7.3,5.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,20-50倍
202401010303,2024,1.0,3.0,2.0,3.2,5.9,5.4,True,3.2,True,1.0666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010304,2024,2.0,11.0,13.0,2.9,53.1,105.6,False,0.0,True,0.9666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010305,2024,1.0,5.0,4.0,3.2,16.5,6.1,True,3.2,True,1.0666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010306,2024,1.0,6.0,10.0,2.9,14.8,160.7,False,0.0,True,0.9666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010307,2024,2.0,3.0,6.0,3.3,4.2,15.0,False,0.0,True,1.0999999999999999,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010308,2024,1.0,3.0,9.0,2.0,8.4,28.3,True,2.0,True,0.6666666666666666,True,3.466666666666667,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401010309,2024,4.0,1.0,2.0,5.2,2.0,4.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010310,2024,3.0,2.0,4.0,7.7,4.3,9.8,False,0.0,True,2.566666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010311,2024,4.0,2.0,3.0,7.5,4.6,6.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010312,2024,5.0,3.0,12.0,11.1,4.1,93.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,10-20倍
202401010401,2024,7.0,2.0,1.0,22.0,3.8,2.4,False,0.0,True,7.333333333333333,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,20-50倍
202401010402,2024,2.0,10.0,6.0,4.4,27.7,10.7,False,0.0,True,1.4666666666666668,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010403,2024,2.0,6.0,1.0,3.8,17.1,2.6,False,0.0,True,1.2666666666666666,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010404,2024,2.0,7.0,6.0,5.1,14.4,12.1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,5-10倍
202401010405,2024,2.0,4.0,5.0,3.1,8.1,9.3,False,0.0,True,1.0333333333333334,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010406,2024,4.0,3.0,6.0,7.3,5.4,13.7,False,0.0,True,2.433333333333333,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010407,2024,6.0,1.0,5.0,15.4,1.8,12.8,False,0.0,True,5.133333333333334,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,10-20倍
202401010408,2024,6.0,5.0,12.0,18.9,15.2,78.6,False,0.0,True,6.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,10-20倍
202401010409,2024,6.0,1.0,4.0,27.5,1.5,12.8,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,20-50倍
202401010410,2024,3.0,1.0,2.0,4.3,3.2,3.4,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,2-5倍
202401010411,2024,1.0,7.0,11.0,3.9,13.3,94.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010412,2024,3.0,4.0,10.0,7.9,12.0,88.7,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010501,2024,3.0,7.0,5.0,7.3,16.7,8.3,False,0.0,True,2.433333333333333,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010502,2024,10.0,7.0,4.0,69.1,34.3,9.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,50倍以上
202401010503,2024,1.0,2.0,6.0,3.0,3.9,27.5,True,3.0,True,1.0,True,2.3000000000000003,True,1.17,True,2.34,False,0.0,False,0.0,1-2人気,2-5倍
202401010504,2024,3.0,1.0,8.0,5.0,4.2,27.8,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,2-5倍
202401010505,2024,2.0,1.0,3.0,5.8,1.8,6.2,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,5-10倍
202401010506,2024,1.0,7.0,12.0,1.9,23.4,73.7,False,0.0,True,0.6333333333333333,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401010507,2024,2.0,8.0,11.0,6.5,31.0,205.4,False,0.0,True,2.1666666666666665,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,5-10倍
202401010508,2024,6.0,4.0,3.0,23.0,10.2,4.1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,20-50倍
202401010509,2024,1.0,9.0,8.0,1.9,23.2,18.6,False,0.0,True,0.6333333333333333,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401010510,2024,5.0,1.0,3.0,8.9,3.2,7.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010511,2024,5.0,1.0,2.0,7.7,3.9,5.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010512,2024,10.0,1.0,2.0,44.7,2.6,2.8,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,20-50倍
202401010601,2024,1.0,3.0,5.0,1.1,13.5,26.6,True,1.1,True,0.3666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401010602,2024,3.0,2.0,1.0,7.2,4.8,2.0,True,7.2,True,2.4,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010603,2024,11.0,9.0,6.0,34.9,23.5,15.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,11人気以下,20-50倍
202401010604,2024,5.0,3.0,2.0,15.4,5.7,3.2,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,10-20倍
202401010605,2024,1.0,2.0,3.0,1.6,3.9,4.3,False,0.0,True,0.5333333333333333,True,1.8333333333333333,True,0.624,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401010606,2024,2.0,1.0,11.0,4.7,3.5,51.7,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010607,2024,3.0,7.0,6.0,7.2,17.1,10.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010608,2024,3.0,4.0,1.0,6.0,8.4,2.4,False,0.0,True,2.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010609,2024,1.0,2.0,8.0,4.6,5.9,12.9,True,4.6,True,1.5333333333333332,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010610,2024,1.0,10.0,7.0,4.7,27.4,13.7,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401010611,2024,4.0,3.0,5.0,7.4,5.1,9.8,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401010612,2024,1.0,5.0,9.0,3.7,11.6,27.8,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020101,2024,2.0,3.0,1.0,6.4,8.5,1.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,5-10倍
202401020102,2024,5.0,2.0,7.0,10.7,2.7,28.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,10-20倍
202401020103,2024,1.0,11.0,2.0,3.7,161.3,4.1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020104,2024,1.0,4.0,8.0,3.3,5.6,36.8,True,3.3,True,1.0999999999999999,True,2.9666666666666663,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020105,2024,1.0,5.0,2.0,3.2,7.9,3.2,False,0.0,True,1.0666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020106,2024,2.0,7.0,1.0,3.3,31.4,2.1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020107,2024,1.0,2.0,3.0,3.0,3.2,5.0,True,3.0,True,1.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020108,2024,2.0,5.0,6.0,4.5,8.1,12.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020109,2024,1.0,2.0,3.0,2.2,5.0,5.4,False,0.0,True,0.7333333333333334,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020110,2024,7.0,4.0,3.0,11.6,6.7,4.8,False,0.0,True,3.8666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,10-20倍
202401020111,2024,2.0,8.0,3.0,6.5,23.9,10.5,True,6.5,True,2.1666666666666665,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,5-10倍
202401020112,2024,6.0,4.0,5.0,14.2,9.4,13.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,10-20倍
202401020201,2024,1.0,4.0,5.0,1.3,9.4,13.1,True,1.3,True,0.43333333333333335,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401020202,2024,7.0,5.0,4.0,13.0,10.8,10.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,10-20倍
202401020203,2024,3.0,1.0,4.0,4.2,2.9,6.3,False,0.0,True,1.4000000000000001,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,2-5倍
202401020204,2024,4.0,7.0,1.0,7.5,16.2,2.9,False,0.0,True,2.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401020205,2024,3.0,1.0,7.0,4.3,2.2,35.1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,2-5倍
202401020206,2024,1.0,2.0,4.0,3.4,3.7,8.2,True,3.4,True,1.1333333333333333,True,2.3666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020207,2024,1.0,6.0,7.0,2.8,21.3,22.7,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020208,2024,2.0,3.0,1.0,2.6,3.6,2.0,True,2.6,True,0.8666666666666667,True,2.066666666666667,True,0.9360000000000002,True,1.8720000000000003,False,0.0,False,0.0,1-2人気,2-5倍
202401020209,2024,5.0,2.0,4.0,10.5,5.8,8.9,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,10-20倍
202401020210,2024,6.0,7.0,3.0,13.0,16.1,5.7,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,10-20倍
202401020211,2024,9.0,5.0,10.0,26.6,12.2,27.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,20-50倍
202401020212,2024,4.0,7.0,10.0,5.2,18.6,104.9,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401020301,2024,1.0,4.0,2.0,1.7,10.5,3.2,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401020302,2024,2.0,1.0,3.0,3.4,2.8,4.0,False,0.0,True,1.1333333333333333,True,2.0666666666666664,False,0.0,False,0.0,True,1.2693333333333332,False,0.0,1-2人気,2-5倍
202401020303,2024,12.0,5.0,1.0,166.6,9.8,2.7,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,11人気以下,50倍以上
202401020304,2024,1.0,10.0,2.0,3.1,50.3,3.1,False,0.0,True,1.0333333333333334,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020305,2024,4.0,5.0,2.0,13.1,14.5,2.8,False,0.0,True,4.366666666666666,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,10-20倍
202401020306,2024,9.0,4.0,7.0,43.6,8.4,19.4,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,20-50倍
202401020307,2024,1.0,3.0,9.0,1.9,9.3,38.7,True,1.9,True,0.6333333333333333,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401020308,2024,3.0,2.0,4.0,4.2,4.2,9.1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,2-5倍
202401020309,2024,1.0,2.0,10.0,3.1,3.6,55.1,True,3.1,True,1.0333333333333334,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020310,2024,1.0,8.0,3.0,2.9,39.5,3.8,True,2.9,True,0.9666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020311,2024,7.0,3.0,5.0,19.6,5.7,13.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,10-20倍
202401020312,2024,2.0,3.0,5.0,2.6,7.5,10.1,False,0.0,True,0.8666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020401,2024,1.0,2.0,3.0,1.8,4.8,6.1,True,1.8,True,0.6,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401020402,2024,8.0,6.0,2.0,23.5,19.6,2.8,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,20-50倍
202401020403,2024,4.0,1.0,5.0,6.6,3.9,6.8,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401020404,2024,10.0,8.0,1.0,23.2,19.6,3.4,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,20-50倍
202401020405,2024,2.0,4.0,1.0,4.0,6.6,2.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020406,2024,4.0,3.0,9.0,9.1,6.5,23.9,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401020407,2024,3.0,2.0,4.0,5.7,2.8,9.0,True,5.7,True,1.9000000000000001,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401020408,2024,2.0,1.0,3.0,2.9,1.6,5.1,True,2.9,True,0.9666666666666667,True,1.5,True,0.46399999999999997,True,0.9279999999999999,False,0.0,False,0.0,1-2人気,2-5倍
202401020409,2024,4.0,11.0,7.0,9.6,54.7,12.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401020410,2024,1.0,11.0,3.0,2.8,58.4,4.9,True,2.8,True,0.9333333333333332,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020411,2024,1.0,6.0,2.0,1.3,20.0,7.6,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401020412,2024,3.0,2.0,1.0,4.3,4.0,2.9,True,4.3,True,1.4333333333333333,True,2.766666666666667,False,0.0,False,0.0,True,1.6626666666666665,False,0.0,3-5人気,2-5倍
202401020501,2024,1.0,5.0,2.0,1.2,22.4,3.3,False,0.0,True,0.39999999999999997,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401020502,2024,1.0,2.0,3.0,2.2,2.6,5.5,False,0.0,True,0.7333333333333334,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020503,2024,1.0,10.0,5.0,3.1,33.9,14.1,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020504,2024,1.0,6.0,8.0,2.7,26.2,68.4,False,0.0,True,0.9,True,9.633333333333333,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020505,2024,1.0,2.0,3.0,1.4,5.1,5.9,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401020506,2024,1.0,2.0,7.0,3.7,4.1,15.2,False,0.0,True,1.2333333333333334,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020507,2024,2.0,3.0,5.0,3.4,6.2,10.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020508,2024,1.0,5.0,10.0,1.7,15.5,172.0,True,1.7,True,0.5666666666666667,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,1-2倍
202401020509,2024,3.0,2.0,11.0,5.6,4.2,229.9,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401020510,2024,2.0,1.0,7.0,5.3,2.2,13.9,True,5.3,True,1.7666666666666666,True,2.5,True,1.166,True,2.332,False,0.0,False,0.0,1-2人気,5-10倍
202401020511,2024,2.0,4.0,11.0,4.9,10.2,33.6,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020512,2024,5.0,1.0,2.0,7.5,1.9,5.4,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401020601,2024,2.0,1.0,3.0,3.3,1.7,5.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020602,2024,1.0,6.0,3.0,2.2,13.7,6.2,False,0.0,True,0.7333333333333334,True,5.3,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020603,2024,1.0,3.0,9.0,2.9,6.1,20.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020604,2024,1.0,2.0,6.0,2.6,3.4,28.7,False,0.0,True,0.8666666666666667,True,2.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020605,2024,2.0,1.0,4.0,5.5,1.5,7.6,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,5-10倍
202401020606,2024,1.0,3.0,4.0,2.3,4.5,6.6,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020607,2024,2.0,1.0,6.0,4.8,2.2,16.7,True,4.8,True,1.5999999999999999,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020608,2024,2.0,9.0,3.0,3.9,27.6,4.8,False,0.0,True,1.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020609,2024,2.0,5.0,3.0,3.9,18.4,4.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020610,2024,2.0,5.0,1.0,5.0,6.5,3.2,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020611,2024,2.0,3.0,6.0,4.3,8.8,14.7,True,4.3,True,1.4333333333333333,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020612,2024,6.0,4.0,5.0,10.6,7.1,7.9,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,10-20倍
202401020701,2024,2.0,1.0,7.0,6.1,1.6,25.0,False,0.0,True,2.033333333333333,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,5-10倍
202401020702,2024,2.0,1.0,3.0,5.6,2.3,6.9,False,0.0,True,1.8666666666666665,True,2.6333333333333333,False,0.0,False,0.0,True,2.9624,False,0.0,1-2人気,5-10倍
202401020703,2024,1.0,9.0,4.0,4.0,39.5,7.2,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020704,2024,1.0,2.0,4.0,3.3,3.4,6.3,False,0.0,True,1.0999999999999999,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020705,2024,6.0,4.0,2.0,15.9,6.6,6.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,10-20倍
202401020706,2024,7.0,1.0,2.0,15.3,4.1,4.2,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6-10人気,10-20倍
202401020707,2024,3.0,6.0,4.0,3.7,22.2,16.7,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,2-5倍
202401020708,2024,4.0,2.0,7.0,5.6,4.4,28.5,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
202401020709,2024,2.0,1.0,11.0,4.9,4.6,18.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,1-2人気,2-5倍
202401020710,2024,3.0,7.0,2.0,5.5,18.6,5.3,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,3-5人気,5-10倍
